id,hotel_name,marks,city,satisfaction,reviews,price,distances,descriptions,stars,breakfast
15218,Acropolis Vision,9.2,Thisseio,Wonderful,905,516,1.4,Economy Double Room,0,Not included
15219,"Athenaeum Intercontinental, an IHG Hotel",8.4,NeosKosmos,Very Good,748,648,2.2,Classic King Room,5,Not included
15220,Iasonos Suites Athens,8.7,Metaxourgeio,Excellent,490,472,1.7,Superior Suite,0,Not included
15221,Eleni's home in Athens-room rental,8.9,Pagkrati,Excellent,119,178,1.6,Deluxe Double Room,0,Not included
15222,Belle Epoque Suites,9.3,Syntagma,Wonderful,833,530,0.45,Deluxe Double Room,0,Not included
15223,Best Western Plus Embassy Hotel,8.4,AthensCityCentre,Very Good,775,489,2.1,Twin Room,4,Breakfast included
15224,Mandra Living-Kolonaki,9.5,Kolonaki,Exceptional,20,300,0.7,One-Bedroom Apartment,4,Not included
15225,Royal Olympic Hotel,7.4,AthensCityCentre,Good,1748,572,0.9,Special Offer - Executive Room,5,Breakfast included
15226,Green Suites Boutique Hotel,9,Athens,Wonderful,1311,547,5.2,Double or Twin Room - Disability Access,5,Breakfast included
15227,The Athens Gate Hotel,8.8,Koukaki,Excellent,2494,500,0.8,Budget Double Room,4,Breakfast included
15228,Hotel Achilleas,8.8,Syntagma,Excellent,765,335,0.3,Standard  Room,3,Breakfast included
15229,Minoa Athens Hotel,8.1,AthensCityCentre,Very Good,1982,157,1.5,Single Room,3,Not included
15230,Tempi Hotel,8,Monastiraki,Very Good,1742,132,0.7,Budget Single Room with Shared Bathroom,1,Not included
15231,Ilissos,8.3,Koukaki,Very Good,331,324,2,Single Room,4,Not included
15232,Acropolis House,8.1,Plaka,Very Good,1002,265,0.35,Single Room with Private External Bathroom,2,Breakfast included
15233,Thisean Modern Suites By Athens Stay,8.5,Kallithea,Very Good,532,463,4,Superior Apartment,4,Not included
15234,Acropol Hotel,8.5,Chalandri,Very Good,474,307,8.6,Single Room,3,Breakfast included
15235,SOUL Athens Hotel,8.7,Psiri,Excellent,1120,610,1,Double Room,0,Not included
15236,Athens Capital Center Hotel - MGallery Collection,9,Syntagma,Wonderful,1009,824,0.15,Classic Queen Room,5,Not included
15237,Nefeli Hotel,8,Plaka,Very Good,699,260,0.4,Single Room,2,Breakfast included
15238,COCO-MAT Athens Jumelle,9.1,Kolonaki,Wonderful,2187,699,0.7,Double Room,5,Not included
15239,MiraMe Athens Boutique Hotel-House of Gastronomy,9.5,Psiri,Exceptional,228,575,1.2,Superior Double Room,4,Breakfast included
15240,Pan Hotel,8.4,Syntagma,Very Good,1251,306,0.2,Single Standard Room,3,Breakfast included
15241,Niche Hotel Athens,9.1,AthensCityCentre,Wonderful,1783,521,1,Single niche Room,4,Breakfast included
15242,Nefeli Hotel,8,Plaka,Very Good,699,260,0.4,Single Room,2,Breakfast included
15243,COCO-MAT Athens Jumelle,9.1,Kolonaki,Wonderful,2187,699,0.7,Double Room,5,Not included
15244,MiraMe Athens Boutique Hotel-House of Gastronomy,9.5,Psiri,Exceptional,228,575,1.2,Superior Double Room,4,Breakfast included
15245,Pan Hotel,8.4,Syntagma,Very Good,1251,309,0.2,Single Standard Room,3,Breakfast included
15246,Niche Hotel Athens,9.1,AthensCityCentre,Wonderful,1783,521,1,Single niche Room,4,Breakfast included
15247,Philia Boutique Hotel,9.3,Psiri,Wonderful,489,446,0.9,Double Room with Patio,4,Breakfast included
15248,NJV Athens Plaza,8.4,Syntagma,Very Good,1092,737,0.05,Classic Single Room,5,Not included
15249,Athens Tower Hotel by Palladian Hotels,8.2,Monastiraki,Very Good,231,443,0.8,Double Room,4,Breakfast included
15250,Hotel Fresh,8.6,AthensCityCentre,Excellent,1455,397,1,Single Room,4,Breakfast included
15251,Ivis 4 Boutique Hotel,9.4,Psiri,Wonderful,719,750,1.1,Superior Double or Twin Room,4,Breakfast included
15252,"Brown Acropol, a member of Brown Hotels",8.4,AthensCityCentre,Very Good,2030,415,1.1,Cozy Double Room,4,Not included
15253,Palladian Home,8.8,Plaka,Excellent,614,401,0.6,Standard Double Room,4,Not included
15254,STAY INN,8.8,Marousi,Excellent,236,587,7.6,Double Room with Balcony,3,Not included
15255,WUKELA APARTMENTS,9.2,Psiri,Wonderful,945,366,1.3,One-Bedroom Apartment,3,Not included
15256,Central Hotel,8.4,Plaka,Very Good,2158,318,0.35,Single Standard,3,Breakfast included
15257,Economy Hotel,8.4,AthensCityCentre,Very Good,1905,228,1,Single Room,2,Breakfast included
15258,Crafoord Place Hostel Athens,7.2,Plaka,Good,1722,80,0.35,Bed in 6-Bed Mixed Dormitory Room,0,Not included
15259,Herodion Hotel,8.8,Koukaki,Excellent,636,528,1.1,Single Room,4,Breakfast included
15260,The Marblous Athens,9.2,Syntagma,Wonderful,1185,464,0.2,Standard Single Room,0,Breakfast included
15261,Evripidou Suites,8.9,Syntagma,Excellent,955,762,0.7,Superior Double Room,0,Breakfast included
15262,Heritage Hill Hotel,8.9,Athens,Excellent,1054,909,1.7,Classic Room,4,Breakfast included
15263,Athens 1890 Hotel & Spa,8.4,AthensCityCentre,Very Good,494,688,0.6,Superior Athenian Room,4,Not included
15264,Ermou Athens City Center Apartment,9,Syntagma,Wonderful,227,354,0.35,Deluxe Apartment,4,Not included
15265,Athens Golden City Hotel,7.2,AthensCityCentre,Good,4710,159,1.5,Single Room,3,Breakfast included
15266,GREA Ardittos,9.3,Kallimarmaro,Wonderful,211,361,1.1,Apartment with Terrace,3,Not included
15267,Heritage Hill Hotel,8.9,Athens,Excellent,1054,909,1.7,Classic Room,4,Breakfast included
15268,Athens 1890 Hotel & Spa,8.4,AthensCityCentre,Very Good,494,688,0.6,Superior Athenian Room,4,Not included
15269,"Hotel Grande Bretagne, a Luxury Collection Hotel, Athens",9.2,Syntagma,Wonderful,504,1696,0.05,"Classic, Guest room, 1 King, Courtyard view",5,Not included
15270,Ermou Athens City Center Apartment,9,Syntagma,Wonderful,227,354,0.35,Deluxe Apartment,4,Not included
15271,Athens Golden City Hotel,7.2,AthensCityCentre,Good,4710,159,1.5,Single Room,3,Breakfast included
15272,GREA Ardittos,9.3,Kallimarmaro,Wonderful,211,361,1.1,Apartment with Terrace,3,Not included
15273,360 Degrees,8.9,Plaka,Excellent,775,480,0.8,Standard Double or Twin Room,0,Breakfast included
15274,Acropolis Stay,9.2,Koukaki,Wonderful,519,392,1.1,Standard Double Room with Balcony,0,Not included
15275,Mansion Hotel,7.1,AthensCityCentre,Good,1492,144,1.3,Single Room,0,Not included
15276,Moxy Athens City,8.4,AthensCityCentre,Very Good,127,368,1,Queen Room with Limited View,0,Not included
15277,Athens Utopia Ermou,8.9,Syntagma,Excellent,1714,835,0.5,Classic Double Room,0,Breakfast included
15278,Perianth Hotel,9,Syntagma,Wonderful,850,948,0.6,Superior Double Acropolis View,5,Breakfast included
15279,Sweet home in Koukaki,9.4,Koukaki,Wonderful,233,305,1.7,Apartment,3,Not included
15280,HOTEL HILL,8.2,AyiaParaskevi,Very Good,151,305,9.5,Standard Single Room,1,Not included
15281,A for Athens,9,Psiri,Wonderful,1268,659,0.8,Deluxe Double Room,0,Breakfast included
15282,Hotel Exarchion,7.6,Exarcheia,Good,1012,188,1.2,Single Room,3,Not included
15283,Coco-Mat Hotel Athens,9.1,Kolonaki,Wonderful,1409,690,0.9,Internal Budget Double Room - Sleep Tight,4,Not included
15284,Art Hotel Athens,7.3,AthensCityCentre,Good,609,210,1.5,Single,4,Not included
15285,Athens City View Urban Suites,9.2,Monastiraki,Wonderful,553,437,0.7,Double Room,4,Not included
15286,PURE URBAN PREMIUM METRO AGIOS NIKOLAOS,7.6,Athens,Good,75,122,3.1,One-Bedroom Apartment,3,Not included
15287,Art Suites Korai,7.3,AthensCityCentre,Good,1067,277,1.4,Junior Suite,4,Not included
15288,Athens Studios,7.9,Koukaki,Good,3284,414,1.1,Studio Apartment with Kitchenette and Balcony,3,Breakfast included
15289,B4B Athens 365,8.3,Kallithea,Very Good,1172,404,2.3,Corner Single Room with Acropolis View,4,Breakfast included
15290,Bright Eco Studios,8.8,Ilisia,Excellent,241,352,1.5,Studio,3,Not included
15291,Mirada Hotel,8,Glyfada,Very Good,336,422,11.9,Superior Double Room,3,Not included
15292,CHROMA FASHION ROOMS & APARTMENTS,9.2,Chalandri,Wonderful,1230,358,7.9,Double or Twin Room with Balcony,4,Not included
15293,Your stay next to Acropolis!,8,Koukaki,Very Good,113,258,1.1,One-Bedroom Apartment,3,Not included
15294,Cecil Hotel,7.8,Psiri,Good,1902,185,0.8,Single Room,2,Breakfast included
15295,Amalia Hotel Athens,8.9,Syntagma,Excellent,3236,530,0.2,Classic Single Room,4,Breakfast included
15296,Acropolis Hill Hotel,8.3,Koukaki,Very Good,591,306,1.4,Standard Double or Twin Room,3,Breakfast included
15297,St. Bjur Suites,8.4,Psiri,Very Good,1744,706,0.8,Standard Room,4,Breakfast included
15298,Athens Center Square Hotel,8.3,Psiri,Very Good,1017,238,0.9,Partner offer option,3,Breakfast included
15299,Galini Palace,7.7,Voula,Good,462,303,15.6,Double Room (Single Use),3,Not included
15300,Athos Hotel,8.1,Plaka,Very Good,761,359,0.35,Standard Twin Room,3,Not included
15301,Acropolis Apartments,8.6,Koukaki,Excellent,209,375,1.2,Apartment - Ground Floor,4,Not included
15302,Athens Platinum Rooms and Suites,8.7,Athens,Excellent,732,425,3.3,Standard Double or Twin Room with Balcony,4,Breakfast included
15303,Glyfada South42,9,Glyfada,Wonderful,317,760,13,Deluxe Double Room,4,Not included
15304,Mosaikon,9.2,Syntagma,Wonderful,1680,141,0.6,Single Bed in 8-Bed Mixed Dormitory Room,0,Not included
15305,One Three One - In the Heart of Athens,7.7,Plaka,Good,263,339,1.2,Double Room with Balcony,3,Not included
15306,Attalos Hotel,8.7,Psiri,Excellent,2336,283,0.8,Single Room,3,Not included
15307,Acropolis Apartment,8.5,Plaka,Very Good,52,282,0.6,Deluxe Apartment,3,Not included
15308,Arion Athens Hotel,8.5,Psiri,Very Good,528,289,0.9,Standard Double or Twin Room,3,Breakfast included
15309,Amazing Apartments @ Monastiraki Subway Station,9.1,Psiri,Wonderful,170,513,0.8,Deluxe Studio,4,Not included
15310,Ergon House,9.1,Plaka,Wonderful,1078,732,0.3,Small Double Room,4,Breakfast included
15311,Periscope,9,Kolonaki,Wonderful,122,727,0.9,Standard  Room,4,Not included
15312,The Owl nest Modern and Cozy place in the Historical Center,9.3,Syntagma,Wonderful,26,376,0.7,One-Bedroom Apartment,3,Breakfast included
15313,Petaluda House 1,8.1,Athens,Very Good,223,145,2.1,Double Room with Shared Bathroom,0,Not included
15314,Athenian Foss,9.1,Monastiraki,Wonderful,557,450,0.45,Standard Double Room,0,Not included
15315,STARLA STUDIOS,9.1,Syntagma,Wonderful,129,389,0.5,Studio Apartment,4,Not included
15316,Ioannis Apartments,8.5,AthensCityCentre,Very Good,42,246,1.1,Deluxe Double Studio,4,Not included
15317,Elite Ermou Suites,8.9,Monastiraki,Excellent,182,530,0.7,Deluxe Studio with Acropolis View,4,Not included
15318,"Crowne Plaza Athens City Centre, an IHG Hotel",8.2,Ilisia,Very Good,365,744,1.8,Superior Double Room - Smoking,5,Not included
15319,Wyndham Grand Athens,8.1,Metaxourgeio,Very Good,1678,680,1.6,Standard Double Room with Atrium View,5,Not included
15320,Xenophon Hotel,7.4,Athens,Good,1300,394,4.4,Deluxe Double or Twin Room,4,Breakfast included
15321,Ciel Living Athens,8.6,Plaka,Excellent,747,525,0.5,Classic Room,0,Not included
15322,L'Avventura Athens,9.1,Psiri,Wonderful,890,486,1.1,Economy Double Room,0,Not included
15323,NLH MONASTIRAKI - Neighborhood Lifestyle Hotels,8.9,Psiri,Excellent,1329,509,0.8,Budget Double Room,4,Not included
15324,Divani Palace Acropolis,7.8,Koukaki,Good,2073,643,1.2,Standard Room,5,Not included
15325,The Residence - Christokopidou Hotel & SPA,8.8,Psiri,Excellent,712,828,1,Standard Double Room,0,Not included
15326,Victory Inn,8.6,Athens,Excellent,1094,152,2.3,Small Double Room,2,Not included
15327,The Lekka Hotel & Spa,8.4,Syntagma,Very Good,781,506,0.35,Nest Double Room,4,Not included
15328,Grecotel Pallas Athena,8.9,AthensCityCentre,Excellent,535,606,1,Superior Double or Twin Room,5,Breakfast included
15329,Enattica Suites,9,Syntagma,Wonderful,1203,612,0.5,Standard Double Room,0,Not included
15330,O&B Athens Boutique Hotel,8.5,Psiri,Very Good,668,859,1.2,Standard Double or Twin Room,4,Breakfast included
15331,Studio with sunny balcony in Exarcheia,8.5,Exarcheia,Very Good,106,190,1.2,One-Bedroom Apartment,3,Not included
15332,14 Reasons Why Hotel Athens,9.2,Psiri,Wonderful,576,428,0.9,Standard Single Room,0,Breakfast included
15333,Athens Mansion Luxury Suites,9.1,Syntagma,Wonderful,908,443,0.7,Classic Room,0,Not included
15334,The Newel Acropolis,8.5,Kallimarmaro,Very Good,708,469,1,Deluxe Suite,4,Not included
15335,Rastoni Athens Suites near Acropolis,9,Syntagma,Wonderful,590,413,0.25,Apartment,3,Not included
15336,Life Gallery Athens,8.4,Ekali,Very Good,228,1151,18.3,Deluxe Double Room,5,Breakfast included
15337,Achillion Hotel,7.5,AthensCityCentre,Good,573,156,1.4,Single Room,3,Not included
15338,Ermou & Athinas Suites in Monastiraki,8.4,Monastiraki,Very Good,62,258,0.8,Studio,3,Not included
15339,Blend Hotel,9,AthensCityCentre,Wonderful,679,542,0.7,Comfy Superior Room,4,Breakfast included
15340,The Newel Psychiko,9.1,Athens,Wonderful,239,589,4,Deluxe Double Room,0,Breakfast included
15341,The Stanley,8.4,Metaxourgeio,Very Good,6601,446,1.7,Standard Room,4,Breakfast included
15342,Titania Hotel,8,AthensCityCentre,Very Good,3807,327,0.9,Room Selected at Check In,4,Breakfast included
15343,Sea View Hotel,8.3,Glyfada,Very Good,1220,449,13.3,Special Offer - Classic Double or Twin Room,4,Not included
15344,Athens Central Apartment,7.1,AthensCityCentre,Good,467,141,1.4,Apartment,3,Not included
15345,Enattica Syntagma Living,7.7,Syntagma,Good,681,354,0.2,Standard Double Room,3,Not included
15346,Ares Athens Hotel,7.5,AthensCityCentre,Good,590,160,1.1,Standard Twin/Double Room,2,Not included
15347,Airotel Parthenon,8,Koukaki,Very Good,683,411,0.8,Classic Room,4,Breakfast included
15348,Athens Zafolia Hotel,8.3,AthensCityCentre,Very Good,1017,607,1.8,Classic Single Room,4,Breakfast included
15349,Supreme Luxury Suites by Athens Stay,8.6,Kallithea,Excellent,568,346,2.3,One-Bedroom Apartment,4,Not included
15350,A-13 Luxury Rooms at Monastiraki Railway Station,9.2,Psiri,Wonderful,126,469,0.9,Standard Double Room,0,Breakfast included
15351,GK Athens,8.1,Syntagma,Very Good,698,282,0.2,Studio Apartment,3,Not included
15352,Athens21,9,Psiri,Wonderful,1725,472,0.8,Superior Double or Twin Room with City View,0,Not included
15353,Radisson Blu Park Hotel Athens,7.9,AthensCityCentre,Good,1624,661,1.8,Standard Room,5,Not included
15354,Athens Ivy Suites,9.5,Syntagma,Exceptional,410,594,0.3,Standard Double Room,0,Breakfast included
15355,Acropolis Ami Boutique Hotel,8.2,NeosKosmos,Very Good,455,244,1.3,Comfort Room,3,Not included
15356,Lekka 10 Apartments,8.7,Syntagma,Excellent,156,298,0.25,Studio Apartment,3,Not included
15357,Athens Tiare by Mage Hotels,8.5,AthensCityCentre,Very Good,1030,435,1.1,Comfort Double Room,4,Not included
15358,2the Point Athens Suites & Appartments in Plaka,9.2,Syntagma,Wonderful,172,422,0.2,Deluxe Apartment,4,Not included
15359,Alva Athens Hotel,8.5,AthensCityCentre,Very Good,295,175,1.2,Budget Double Room,3,Not included
15360,Athens Atrium Hotel & Jacuzzi Suites,8.1,NeosKosmos,Very Good,527,331,2.8,Superior Double Room with Private Balcony,4,Breakfast included
15361,Astor Hotel,8.3,Syntagma,Very Good,2343,343,0.25,Single Comfort,4,Not included
15362,Alexander's Penthouse,9.2,AthensCityCentre,Wonderful,516,499,0.9,Deluxe Penthouse Acropolis,4,Not included
15363,Acropolis Museum Boutique Hotel,8.2,Koukaki,Very Good,502,330,1.2,Single Room,3,Breakfast included
15364,Day in Athens,8.6,Monastiraki,Excellent,263,277,0.5,Deluxe Room,3,Not included
15365,Park Hotel,7.7,AyiaParaskevi,Good,579,235,9.7,Single Room,2,Not included
15366,The Fountain Athens,8.7,Psiri,Excellent,176,457,0.9,Standard Double Room,0,Breakfast included
15367,Athenaeum Smart Hotel,8.3,NeosKosmos,Very Good,840,296,2.7,Standard Double or Twin Room,4,Not included
15368,Wyndham Athens Residence,8.3,Metaxourgeio,Very Good,328,798,1.6,Superior Room with Atrium View,5,Not included
15369,Victory Inn,8.6,Athens,Excellent,1094,152,2.3,Small Double Room,2,Not included
15370,Maria's Cozy apartment in Palaio Faliro,9.6,PalaioFaliro,Exceptional,23,258,6.4,One-Bedroom Apartment,4,Not included
15371,Rastoni Athens Suites near Acropolis,9,Syntagma,Wonderful,590,413,0.25,Apartment,3,Not included
15372,Renovated Studio with garden in heart of Athens,6.7,Ilisia,Review score,15,169,2.3,One-Bedroom Apartment,3,Not included
15373,"Crowne Plaza Athens City Centre, an IHG Hotel",8.2,Ilisia,Very Good,365,744,1.8,Superior Double Room - Smoking,5,Not included
15374,Divani Caravel,8.3,Ilisia,Very Good,1424,723,1.5,Standard Double or Twin Room,5,Not included
15375,President Hotel,8.2,Athens,Very Good,4203,385,2.9,Standard Double or Twin Room,4,Not included
15376,Perianth Hotel,9,Syntagma,Wonderful,850,904,0.6,Superior Double Acropolis View,5,Breakfast included
15377,Ares Athens Hotel,7.5,AthensCityCentre,Good,590,160,1.1,Standard Twin/Double Room,2,Not included
15378,Elite Ermou Suites,8.9,Monastiraki,Excellent,182,530,0.7,Deluxe Studio with Acropolis View,4,Not included
15379,Enattica Syntagma Living,7.7,Syntagma,Good,681,354,0.2,Standard Double Room,3,Not included
15380,Athenaeum Grand Hotel,8.3,Kallithea,Very Good,1825,319,2.3,Standard Double or Twin Room,4,Not included
15381,Wyndham Grand Athens,8.1,Metaxourgeio,Very Good,1678,680,1.6,Standard Double Room with Atrium View,5,Not included
15382,Dream Acropolis Flat,8,Thisseio,Very Good,85,183,1.9,One-Bedroom Apartment,3,Not included
15383,Poseidon Athens Hotel,8.4,PalaioFaliro,Very Good,2331,358,7,Single Room,3,Breakfast included
15384,Airotel Alexandros,8.3,AthensCityCentre,Very Good,1514,410,2.1,Single Room,4,Breakfast included
15385,Old Town Hall Suites and Apartments,8.2,AthensCityCentre,Very Good,583,303,1,Deluxe Studio,3,Not included
15386,Phaedra Hotel,8.2,Plaka,Very Good,1258,203,0.6,Single Room,1,Not included
15387,Epidavros Hotel,7.5,AthensCityCentre,Good,1307,184,1.3,Double or Twin Room,2,Not included
15388,Life Gallery Athens,8.4,Ekali,Very Good,228,1151,18.3,Deluxe Double Room,5,Breakfast included
15389,Philippos Hotel,8.5,Koukaki,Very Good,282,421,1.1,Single Room,3,Breakfast included
15390,Atlantic Hotel,8.1,Kallithea,Very Good,589,223,5.7,Budget Twin Room,2,Not included
15391,Amazon Hotel,8.7,Plaka,Excellent,2299,636,0.3,Double or Twin Room,3,Breakfast included
15392,Blazer Suites Hotel,9.1,Voula,Wonderful,357,859,13.7,Junior Suite,4,Breakfast included
15393,When in Athens Hostel,9.3,Exarcheia,Wonderful,222,110,0.9,Bed in 8-Bed Mixed Dormitory Room,0,Not included
